Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate
R. Bardales,Roberto Bardales,59,74,500000,"RB,LB",ST,Peru,https://cdn.sofifa.net/players/268/004/23_60.png,19,182,75,1616,346,Cienciano,500,1400000,RES,2024,30,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Medium
M. Bobjerg,Marcus Bobjerg,59,67,425000,GK,GK,Denmark,https://cdn.sofifa.net/players/234/471/23_60.png,24,188,76,995,321,AC Horsens,1000,616000,SUB,2024,30,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium
G. Torres,Gonzalo Torres,59,69,500000,"RM,LM",LM,Argentina,https://cdn.sofifa.net/players/260/070/23_60.png,22,178,76,1432,311,Club Atlético Central Córdoba,2000,0,RES,2022,52,2020,TRUE,Left,2,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
J. Afolabi,Jonathan Afolabi,59,66,450000,ST,ST,Republic of Ireland,https://cdn.sofifa.net/players/245/225/23_60.png,22,180,72,1452,315,Bohemian FC,600,788000,RES,2023,20,2022,-,Left,4,3,1,-,-,-,-,High,Low
O. Al Owdah,Omar Al Owdah,59,63,300000,"RWB,RB,LB",RWB,Saudi Arabia,https://cdn.sofifa.net/players/245/737/23_60.png,23,175,65,1447,323,Al Khaleej,2000,518000,RES,2023,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium
U. Eneme-Ella,Ulrick Eneme-Ella,59,69,500000,"CAM,CM",CAM,Gabon,https://cdn.sofifa.net/players/251/625/23_60.png,21,184,75,1515,323,Angers SCO,3000,1100000,RES,2025,20,2022,-,Right,2,3,1,-,-,-,-,High,Medium
L. Andronache,Luca Andronache,59,76,575000,"ST,LW",ST,Romania,https://cdn.sofifa.net/players/261/353/23_60.png,18,186,71,1496,330,FC Farul Constanța,850,1100000,SUB,2023,19,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium
A. Ccorahua,Aldair Ccorahua,59,67,450000,GK,GK,Peru,https://cdn.sofifa.net/players/268/006/23_60.png,21,177,74,972,321,Ayacucho,500,1100000,RES,2023,21,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Medium
J. Coley,Josh Coley,59,62,300000,LM,RM,England,https://cdn.sofifa.net/players/244/965/23_60.png,23,179,75,1430,319,Harrogate Town,1000,0,SUB,2023,10,2021,TRUE,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
H. Camara,Haroune Camara,59,66,450000,ST,ST,Saudi Arabia,https://cdn.sofifa.net/players/242/661/23_60.png,24,184,81,1509,321,Al Ittihad,6000,855000,SUB,2024,70,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,High,Low
Guo Hao,Hao Guo,59,59,220000,"CM,CDM",CDM,China PR,https://cdn.sofifa.net/players/226/021/23_60.png,29,173,67,1651,353,Shijiazhuang Ever Bright F.C.,2000,341000,SUB,2022,22,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium
Yang Boyu,Boyu Yang,59,59,110000,CB,CB,China PR,https://cdn.sofifa.net/players/222/181/23_60.png,33,187,82,1268,275,Shenzhen FC,2000,171000,RES,2023,27,2022,-,Right,2,2,1,-,-,-,-,Low,Medium
T. Magee,Tyreek Magee,59,70,500000,"CAM,RW",CAM,Jamaica,https://cdn.sofifa.net/players/253/412/23_60.png,22,173,67,1477,315,KAS Eupen,2000,825000,RES,2023,20,2019,-,Left,3,3,1,-,-,-,-,Medium,Low
Shan Pengfei,Pengfei Shan,59,59,190000,"CB,LB,RB",CB,China PR,https://cdn.sofifa.net/players/222/180/23_60.png,29,183,79,1474,329,Dalian Professional Football Club,2000,295000,SUB,2023,3,2012,-,Right,3,2,1,-,-,-,-,Medium,Medium
Fran Delgado,Francisco Delgado Rojano,59,71,525000,"RB,RM",RB,Spain,https://cdn.sofifa.net/players/264/164/23_60.png,20,177,62,1434,307,Real Betis Balompié,2000,1200000,RES,2024,32,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
E. Turns,Ed Turns,59,76,550000,CB,CB,Wales,https://cdn.sofifa.net/players/263/901/23_60.png,19,185,76,1402,296,Brighton & Hove Albion,4000,1400000,RES,2024,43,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Medium,Medium
R. Edmondson,Ryan Edmondson,59,69,500000,"ST,LW",ST,England,https://cdn.sofifa.net/players/243/427/23_60.png,21,188,78,1403,311,Carlisle United,2000,975000,SUB,2024,9,2022,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
A. Smith,Andy Smith,59,69,450000,CB,CB,England,https://cdn.sofifa.net/players/256/482/23_60.png,20,186,78,1375,300,Grimsby Town,2000,0,CB,2023,26,2020,TRUE,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
N. Innocenti,Nassim Innocenti,59,74,500000,CB,CB,France,https://cdn.sofifa.net/players/258/785/23_60.png,20,187,75,1405,299,Valenciennes FC,750,1200000,SUB,2024,19,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
J. Ajenjo Hyjek,Javier Ajenjo Hyjek,59,70,500000,CM,CAM,Poland,https://cdn.sofifa.net/players/257/249/23_60.png,21,186,76,1550,337,Śląsk Wrocław,1000,775000,SUB,2024,16,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,High
S. Moore,Stuart Moore,59,62,220000,GK,GK,England,https://cdn.sofifa.net/players/218/593/23_60.png,27,194,72,1152,343,Blackpool,2000,424000,RES,2023,13,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
M. Ogungbo,Mazeed Ogungbo,59,68,450000,"CB,LB",CB,Republic of Ireland,https://cdn.sofifa.net/players/271/073/23_60.png,19,188,87,1457,320,Crawley Town,1000,878000,SUB,2023,44,2019,-,Left,2,2,1,-,-,-,-,Medium,Medium
W. Mora,Walter Mora,59,70,500000,ST,CAM,Ecuador,https://cdn.sofifa.net/players/268/257/23_60.png,20,185,71,1620,342,Mushuc Runa,500,1200000,SUB,2023,34,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
L. Rodríguez,Luis Carlos Rodríguez,59,77,550000,LB,LB,Bolivia,https://cdn.sofifa.net/players/264/673/23_60.png,19,174,67,1564,337,Club Deportivo Jorge Wilstermann,500,1500000,SUB,2023,19,2021,-,Left,3,3,1,-,-,-,-,Medium,Medium
T. Nevers,Thierry Nevers,59,75,600000,"RM,LM,ST",RM,England,https://cdn.sofifa.net/players/255/200/23_60.png,20,179,66,1495,328,Newport County,7000,0,SUB,2023,19,2021,TRUE,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Low
I. Contreras,Iverson Contreras,59,72,500000,LB,LB,Venezuela,https://cdn.sofifa.net/players/266/464/23_60.png,18,174,73,1627,340,Deportivo Táchira FC,500,1400000,RES,2022,28,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium
J. Madera,Jean Paul Madera,59,64,325000,LB,CAM,Venezuela,https://cdn.sofifa.net/players/260/063/23_60.png,23,179,71,1621,347,Deportivo Táchira FC,500,723000,RES,2023,17,2020,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium
Zhang Junzhe,Junzhe Zhang,59,59,150000,"CB,RB,RWB",CB,China PR,https://cdn.sofifa.net/players/247/775/23_60.png,31,181,76,1423,311,Hebei FC,2000,233000,CB,2025,6,2019,-,Right,2,2,1,-,-,-,-,Medium,Medium
Yang Yihu,Yihu Yang,59,59,220000,"LM,LB,LWB",LM,China PR,https://cdn.sofifa.net/players/222/175/23_60.png,30,180,71,1562,346,Meizhou Hakka,2000,341000,LM,2027,17,2020,-,Right,3,2,1,-,-,-,-,Medium,Low
T. Galjé,Timothy Galjé,59,68,450000,GK,GK,Belgium,https://cdn.sofifa.net/players/254/830/23_60.png,21,179,69,871,313,Seraing,1000,743000,SUB,2023,1,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
J. Turner-Cooke,Jay Turner-Cooke,59,76,575000,"CM,CAM,RM",CAM,England,https://cdn.sofifa.net/players/268/910/23_60.png,18,179,63,1628,339,Newcastle United,4000,1500000,RES,2023,62,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
Marc Vidal,Marc Vidal Girona,59,67,450000,GK,GK,Spain,https://cdn.sofifa.net/players/264/167/23_60.png,22,185,75,901,327,FC Andorra,850,788000,RES,2024,30,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
N. Sow,Noé Sow,59,68,475000,"CDM,CB",CDM,France,https://cdn.sofifa.net/players/264/033/23_60.png,23,180,65,1405,300,Pau FC,750,926000,CB,2024,5,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
M. Ugland,Mikael Ugland,59,67,500000,"CAM,CM,LW",CAM,Norway,https://cdn.sofifa.net/players/243/040/23_60.png,22,178,68,1578,335,FK Jerv,700,725000,SUB,2024,8,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/no.png,-,-,High,Medium
L. Littbarski,Lucien Littbarski,59,74,525000,RW,RM,Japan,https://cdn.sofifa.net/players/269/152/23_60.png,19,183,74,1437,312,SpVgg Greuther Fürth,1000,1200000,RES,2025,17,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/jp.png,-,-,Medium,Medium
D. Sîrbu,Dan Sîrbu,59,72,500000,"CDM,RB",CDM,Romania,https://cdn.sofifa.net/players/268/128/23_60.png,19,186,82,1489,333,FC Farul Constanța,950,988000,RES,2025,21,2022,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium
S. Deana,Steven Deana,59,59,110000,GK,GK,Switzerland,https://cdn.sofifa.net/players/190/061/23_60.png,32,190,85,1109,344,Servette FC,2000,160000,RES,2023,1,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
A. McDonnell,Adam McDonnell,59,64,300000,"CDM,CM",CAM,Republic of Ireland,https://cdn.sofifa.net/players/227/679/23_60.png,25,174,72,1663,355,Sligo Rovers,500,488000,SUB,2022,17,2021,-,Right,3,2,1,-,-,-,-,Medium,High
M. McGinley,Mark McGinley,59,59,110000,GK,GK,Republic of Ireland,https://cdn.sofifa.net/players/199/007/23_60.png,32,185,86,1030,333,Finn Harps,500,171000,SUB,2022,1,2019,-,Right,1,1,1,-,-,-,-,Medium,Medium
M. Berisha,Medon Berisha,59,76,575000,CM,CDM,Switzerland,https://cdn.sofifa.net/players/271/198/23_60.png,18,186,81,1602,344,Lecce,950,1400000,RES,2027,80,2022,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
G. Verón,Gustavo Verón,59,66,450000,RW,ST,Paraguay,https://cdn.sofifa.net/players/268/126/23_60.png,20,174,62,1644,348,Club Sol de América,500,1100000,SUB,2022,14,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium
E. Herrera,Ezequiel Herrera,59,71,500000,"RWB,RB,CB",RWB,Argentina,https://cdn.sofifa.net/players/265/822/23_60.png,19,180,75,1488,324,San Lorenzo de Almagro,1000,850000,RES,2024,52,2019,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
K. Mellor,Kelvin Mellor,59,59,160000,"RB,RWB",RB,England,https://cdn.sofifa.net/players/200/286/23_60.png,31,187,75,1543,330,Crewe Alexandra,2000,280000,RB,2023,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
E. Newby,Elliot Newby,59,60,240000,"RWB,CM",RM,England,https://cdn.sofifa.net/players/269/149/23_60.png,26,177,73,1646,347,Stockport County,2000,438000,SUB,2023,20,2021,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Low
D. Kreiker,Dario Kreiker,59,72,525000,LM,LM,Austria,https://cdn.sofifa.net/players/267/613/23_60.png,19,185,74,1535,331,FK Austria Wien,2000,1100000,RES,2026,47,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium
Y. Karagöz,Yusuf Karagöz,59,68,450000,GK,GK,Turkey,https://cdn.sofifa.net/players/264/285/23_60.png,22,195,85,884,323,Aytemiz Alanyaspor,2000,990000,RES,2023,99,2019,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium
Wang Yi,Yi Wang,59,63,300000,RB,RB,China PR,https://cdn.sofifa.net/players/264/029/23_60.png,24,176,69,1405,304,Shanghai Shenhua FC,2000,488000,RB,2022,18,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium
R. Baniya,Rayyan Baniya,59,67,475000,CB,CB,Italy,https://cdn.sofifa.net/players/264/284/23_60.png,23,192,84,1326,289,Fatih Karagümrük S.K.,3000,1000000,SUB,2023,99,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Low,Medium
W. Jarmouni,Walid Jarmouni,59,70,500000,ST,ST,France,https://cdn.sofifa.net/players/258/395/23_60.png,22,188,82,1469,317,Pau FC,950,975000,RES,2024,22,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium
Elias Manoel,Elias Manoel,59,73,550000,"ST,LW,RW",ST,Brazil,https://cdn.sofifa.net/players/271/195/23_60.png,20,176,73,1491,335,New York Red Bulls,1000,1200000,ST,2023,11,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium
Á. De La Cruz,Ángel De La Cruz,59,67,425000,GK,GK,Peru,https://cdn.sofifa.net/players/270/939/23_60.png,20,196,85,912,319,Club Alianza Lima,500,1000000,RES,2024,33,2022,-,Right,1,1,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Medium
C. Theoharous,Christian Theoharous,59,63,325000,LM,LM,Australia,https://cdn.sofifa.net/players/238/170/23_60.png,22,176,60,1389,308,Western United FC,600,431000,RES,2023,34,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/au.png,-,-,High,Medium
Zhang Wei,Wei Zhang,59,59,220000,"LM,LWB",RB,China PR,https://cdn.sofifa.net/players/224/602/23_60.png,29,176,73,1610,348,Tianjin Jinmen Tiger FC,2000,341000,SUB,2022,27,2022,-,Right,3,2,1,-,-,-,-,Medium,High
Diego Gustavo,Diego Gustavo Rodrigues de Lima,59,71,525000,CAM,RM,Brazil,https://cdn.sofifa.net/players/271/450/23_60.png,18,180,70,1578,338,FC Volendam,500,866000,SUB,2025,18,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
K. Šekularac,Kristian Šekularac,59,76,575000,CAM,CAM,Switzerland,https://cdn.sofifa.net/players/270/682/23_60.png,18,185,74,1491,320,Fulham,3000,1500000,RES,2024,45,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
O. Alfonsi,Oliver Alfonsi,59,72,525000,RW,RM,Sweden,https://cdn.sofifa.net/players/263/770/23_60.png,19,180,70,1563,339,Varbergs BoIS FC,500,984000,SUB,2026,14,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium
A. Hackford,Antwoine Hackford,59,77,575000,ST,ST,England,https://cdn.sofifa.net/players/260/192/23_60.png,18,177,68,1364,305,Sheffield United,2000,1500000,RES,2023,40,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
C. Bayiha,Clément Bayiha,59,66,425000,"RWB,RM",RWB,Canada,https://cdn.sofifa.net/players/245/087/23_60.png,23,173,70,1590,352,Hamarkameratene,650,616000,SUB,2024,12,2022,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/ca.png,-,-,High,Medium
Sang Yifei,Yifei Sang,59,59,140000,"CAM,LM,CDM",CAM,China PR,https://cdn.sofifa.net/players/227/937/23_60.png,33,175,68,1596,339,Wuhan Three Towns,3000,217000,SUB,2027,10,2020,-,Right,3,3,1,-,-,-,-,High,Medium
A. Al Burayh,Abdulelah Al Burayh,59,61,300000,"LW,RW,CAM",RM,Saudi Arabia,https://cdn.sofifa.net/players/259/174/23_60.png,24,178,65,1543,333,Al Batin,3000,518000,SUB,2024,27,2022,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Low
R. McCourt,Robbie McCourt,59,64,325000,"LB,CB",LB,Republic of Ireland,https://cdn.sofifa.net/players/237/677/23_60.png,24,178,66,1613,336,Dundalk FC,550,528000,SUB,2023,18,2022,-,Left,3,2,1,-,-,-,-,High,Medium
S. Giovane,Samuel Giovane,59,73,525000,CM,CDM,Italy,https://cdn.sofifa.net/players/271/213/23_60.png,19,181,72,1706,362,Ascoli,500,1200000,RES,2024,32,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,High
C. Wiley,Caleb Wiley,59,80,675000,"LWB,LM",LWB,United States,https://cdn.sofifa.net/players/266/605/23_60.png,17,178,73,1402,305,Atlanta United,500,1700000,SUB,2025,26,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium
Joël Monteiro,Joël Monteiro Almada,59,66,450000,ST,ST,Portugal,https://cdn.sofifa.net/players/258/924/23_60.png,22,191,81,1437,318,BSC Young Boys,3000,765000,RES,2024,77,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
D. Pizarro,Damián Pizarro,59,75,575000,ST,ST,Chile,https://cdn.sofifa.net/players/268/396/23_60.png,17,187,72,1348,294,Colo-Colo,500,1200000,RES,2024,21,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,Medium
F. Irorere,Felix Irorere,59,71,500000,CB,CB,Germany,https://cdn.sofifa.net/players/258/913/23_60.png,20,195,80,1284,283,Karlsruher SC,2000,900000,RES,2023,20,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
M. Al Burayh,Murtadha Al Burayh,59,59,150000,CB,CB,Saudi Arabia,https://cdn.sofifa.net/players/210/795/23_60.png,31,182,75,1335,281,Al Adalah,3000,248000,CB,2025,5,2018,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Low,High
Lin Chuangyi,Chuangyi Lin,59,59,220000,"CM,CDM",CB,China PR,https://cdn.sofifa.net/players/224/618/23_60.png,29,178,72,1747,366,Shijiazhuang Ever Bright F.C.,2000,341000,CM,2023,8,2021,-,Right,3,3,1,-,-,-,-,Medium,High
P. Schulze,Philipp Schulze,59,76,525000,GK,GK,Germany,https://cdn.sofifa.net/players/263/272/23_60.png,19,190,82,857,317,VfL Wolfsburg,2000,1200000,RES,2023,35,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
J. Marshall-Rutty,Jahkeele Marshall-Rutty,59,79,600000,"RB,RM",RM,Canada,https://cdn.sofifa.net/players/255/335/23_60.png,18,170,69,1592,344,Toronto FC,500,1500000,SUB,2022,7,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/ca.png,-,-,High,Medium
N. Otto,Nick Otto,59,70,475000,CB,CB,Germany,https://cdn.sofifa.net/players/244/075/23_60.png,23,184,75,1368,292,Sportclub Verl,500,784000,SUB,2024,34,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High
M. Naji,Mohammed Naji,59,59,200000,"RB,LB,CB",RB,Saudi Arabia,https://cdn.sofifa.net/players/240/486/23_60.png,28,176,75,1601,344,Al Batin,3000,330000,CB,2024,3,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,High
K. Al Blooshi,Khaled Al Blooshi,59,68,500000,"CAM,CM",CAM,United Arab Emirates,https://cdn.sofifa.net/players/252/771/23_60.png,23,171,60,1507,320,Al Ain FC,500,1200000,SUB,2026,18,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ae.png,-,-,Medium,Low
J. Turra,Jonathan Turra,59,69,450000,CB,CB,Chile,https://cdn.sofifa.net/players/263/525/23_60.png,19,180,75,1255,275,Deportivo Ñublense,700,698000,SUB,2022,3,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,Medium
I. Murphy,Ian Murphy,59,67,475000,"CB,LWB",CB,United States,https://cdn.sofifa.net/players/268/130/23_60.png,22,188,74,1405,308,FC Cincinnati,1000,784000,SUB,2022,32,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,High
S. Al Sawadi,Sultan Al Sawadi,59,59,220000,"CAM,LM",RM,Saudi Arabia,https://cdn.sofifa.net/players/210/786/23_60.png,29,169,66,1553,327,Al Wehda,4000,363000,RES,2023,49,2020,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium
J. Berdecio,Jamir Berdecio,59,68,475000,"CM,CDM",CAM,Bolivia,https://cdn.sofifa.net/players/267/619/23_60.png,19,177,71,1665,349,Club Deportivo Oriente Petrolero,500,1100000,SUB,2022,30,2021,-,Right,3,3,1,-,-,-,-,Medium,Medium
D. Romero,Daykol Romero,59,67,475000,RB,RB,Ecuador,https://cdn.sofifa.net/players/268/007/23_60.png,21,177,68,1531,333,LDU Quito,500,1100000,SUB,2023,13,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
W. Fish,Will Fish,59,75,550000,CB,CB,England,https://cdn.sofifa.net/players/256/611/23_60.png,19,185,73,1384,299,Hibernian,7000,0,SUB,2023,25,2019,TRUE,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
E. Hellman,Emil Hellman,59,71,525000,"LB,CB",LB,Sweden,https://cdn.sofifa.net/players/257/123/23_60.png,21,183,79,1458,321,Helsingborgs IF,500,761000,SUB,2023,24,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium
John Patrick,John Patrick Finn Benoa,59,78,575000,"CAM,ST,CM",ST,Spain,https://cdn.sofifa.net/players/260/195/23_60.png,18,193,80,1413,304,Getafe CF,1000,1600000,RES,2023,28,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
H. Salvatierra,Hugo Salvatierra,59,74,500000,CDM,CDM,Bolivia,https://cdn.sofifa.net/players/260/451/23_60.png,19,165,54,1415,303,Club Deportivo Guabirá,500,1400000,SUB,2024,13,2021,-,Right,2,2,1,-,-,-,-,Medium,Medium
M. Ponath,Markus Ponath,59,69,450000,GK,GK,Germany,https://cdn.sofifa.net/players/263/780/23_60.png,21,188,81,921,325,FC Ingolstadt 04,750,743000,SUB,2024,40,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
J. Butler,Justin Butler,58,70,500000,"ST,CF",ST,United States,https://cdn.sofifa.net/players/257/009/23_60.png,21,188,89,1376,310,FC Ingolstadt 04,1000,825000,RES,2023,31,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium
Ma Fuyu,Fuyu Ma,58,72,500000,"RW,RM,ST",RM,China PR,https://cdn.sofifa.net/players/253/681/23_60.png,21,175,76,1454,321,Shijiazhuang Ever Bright F.C.,1000,1100000,SUB,2023,27,2021,-,Right,3,3,1,-,-,-,-,Medium,Medium
Z. Jeacock,Zach Jeacock,58,70,450000,GK,GK,England,https://cdn.sofifa.net/players/250/865/23_60.png,21,191,77,880,323,Birmingham City,3000,945000,RES,2024,38,2019,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
D. Oger,Dario Oger,58,69,450000,"CM,CAM",CAM,Belgium,https://cdn.sofifa.net/players/270/833/23_60.png,20,175,76,1634,348,KAS Eupen,2000,743000,SUB,2024,77,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
N. Korkmaz,Nurettin Korkmaz,58,74,525000,LM,LM,Turkey,https://cdn.sofifa.net/players/248/814/23_60.png,20,172,70,1429,309,Yukatel Kayserispor,2000,1400000,RES,2025,77,2018,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Low
H. Bredeli,Henrik Bredeli,58,65,375000,CB,CB,Norway,https://cdn.sofifa.net/players/228/846/23_60.png,24,191,83,1478,323,FK Jerv,650,544000,CB,2023,22,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium
D. Vianello,Delano Vianello,58,71,450000,"CB,CDM",CB,Netherlands,https://cdn.sofifa.net/players/259/309/23_60.png,19,181,70,1403,293,Sparta Rotterdam,850,934000,RES,2023,27,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
N. Vouilloz,Nicolas Vouilloz,58,72,475000,CB,CB,Switzerland,https://cdn.sofifa.net/players/257/005/23_60.png,21,184,80,1384,300,Servette FC,2000,986000,CB,2024,33,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
Gui Hong,Hong Gui,58,58,220000,ST,ST,China PR,https://cdn.sofifa.net/players/233/197/23_60.png,27,185,83,1595,339,Guangzhou City,2000,341000,ST,2022,9,2019,-,Right,3,2,1,-,-,-,-,Medium,Medium
J. Kwizera,Jojea Kwizera,58,65,400000,"LM,RM",LM,Congo DR,https://cdn.sofifa.net/players/268/525/23_60.png,23,175,58,1461,313,Club de Foot Montréal,1000,680000,SUB,2022,17,2022,-,Left,2,2,1,-,-,-,-,Medium,Medium
L. Loria,Leonardo Loria,58,68,400000,GK,GK,Italy,https://cdn.sofifa.net/players/259/057/23_60.png,23,195,89,924,312,Frosinone,550,0,RES,2023,1,2020,TRUE,Right,3,1,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
X. Martlé,Xander Martlé,58,75,525000,"CAM,RW,LW",CAM,Belgium,https://cdn.sofifa.net/players/268/068/23_60.png,18,172,60,1413,300,KSV Cercle Brugge,850,1100000,SUB,2023,62,2021,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
L. Hannant,Luke Hannant,58,58,210000,"LM,RM",LM,England,https://cdn.sofifa.net/players/242/212/23_60.png,28,180,67,1631,347,Colchester United,3000,368000,LM,2023,7,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
J. Torres,Juan Pablo Torres,58,72,450000,RB,RB,Colombia,https://cdn.sofifa.net/players/271/629/23_60.png,18,170,65,1325,274,Atlético Nacional,500,911000,RES,2025,35,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,Medium
